,text,labels,predicted_label
29459,"Hey, what’s it like sharing a bathroom with Penny? Is there hair everywhere? Does she use your loofah?",RAJ,LEONARD
29460,How can she take your order when you’re too neurotic to talk to her.,HOWARD,HOWARD
29461,"It’s a human emotion, Sheldon. Everyone gets jealous. I’m jealous of Leonard and Penny and Howard and Bernadette for being in such happy relationships.",RAJ,SHELDON
29462,Zack.,OTHERS,SHELDON
29463,"Yeah, neither of us minored in bird-shooing.",OTHERS,SHELDON
29464,"In a few minutes, when I gloat over the failure of this enterprise, how would you prefer I do it? The standard I told you so? The classic neener-neener? Or just my normal look of haughty derision?",SHELDON,PENNY
29465,I thought where you come from they don’t have emotions.,SHELDON,OTHERS
29466,"Amy, we’re really sorry.",OTHERS,SHELDON
29467,I think he misses his little buddy.,PENNY,SHELDON
29468,"Excuse me. Ma, you are cancelling that cheque, and Stuart is not your bubala, I’m your bubala. You can’t have more than one bubala.",HOWARD,PENNY
29469,"Okay, so you absolutely should talk to him, look, I know Leonard values you as a friend, and he told me himself that without your little idea there’s no way he could have come up with this whole experiment thing.",PENNY,PENNY
29470,"Oh, but I bought Chinese takeout.",RAJ,LEONARD
29471,Sorry.,OTHERS,SHELDON
29472,"How is super-aging any different than, like, doing crossword puzzles?",LEONARD,SHELDON
29473,The truth can indeed be a finger down the throat of those unprepared to hear it. But why should I cater to second-rate minds?,SHELDON,OTHERS
29474,Bup-bup-bup-bup-bup-bup-bup.,PENNY,LEONARD
29475,"All right.  Go away. I agree, it’s rude, but she asked for privacy.",SHELDON,SHELDON
29476,"No, no, nothing. Okay, well, maybe I’m just feeling like something’s bothering you.",HOWARD,HOWARD
29477,"Oh please, it’s not a time machine, if anything it looks like something Elton John would drive through the Everglades.",PENNY,PENNY
29478,"Well, we’re your best friends, give us one more detail and we promise we’ll leave you alone.",PENNY,LEONARD
29479,Be there in a minute. I just have to pre-soak these.,SHELDON,SHELDON
29480,Yes.,LEONARD,LEONARD
29481,Excuse me.,OTHERS,SHELDON
29482,"He’s engaging in reductio-ad-absurdum. It’s the logical fallacy of extending someone’s argument to ridiculous proportions and then criticising the result, and I do not appreciate it.",SHELDON,HOWARD
29483,We’re going to Disneyland and ride the Matterhorn?,PENNY,LEONARD
29484,Yes.,SHELDON,LEONARD
29485,"Uh, thank you for the drink.",RAJ,SHELDON
29486,"Hey, that’s my wife. If anyone’s gonna make her feel gross about sex, it’s me.",HOWARD,LEONARD
29487,You mean like fatties and uggos?,RAJ,LEONARD
29488,"Please, this is my way of thanking you for letting me stay here. Now, tell us all about your day.",RAJ,SHELDON
29489,"I did it with you when we rented The Notebook.  Yes, Gena Rowlands is a treasure. You’d better open up that bottle of wine or I’m gonna end up with swimmer’s ear.",HOWARD,LEONARD
29490,Don’t speak to him like he’s a child.,OTHERS,SHELDON
29491,"Wait, you’ve, you’ve done this experiment on humans?",OTHERS,HOWARD
29492,"Okay, new rule, everybody only gets one. Uh, next?",RAJ,PENNY
29493,"No, Leonard, this is your last chance. One day, a historian is going to come to you and say, is it true you were friends with Dr. Sheldon Cooper? And you’re going to have to choke back a hot sob of regret and humiliation as you mumble, I was, but I chose to go to a party thrown by the one kid from Stand By Me that no one remembers.",SHELDON,SHELDON
29494,Now we’re going as Hulk and She-Hulk. I don’t want to take my shirt off at Comic-Con.,LEONARD,SHELDON
29495,Maybe we could get you an espresso machine for your office.,OTHERS,SHELDON
29496,This movie baffles me every time we watch it.,SHELDON,LEONARD
29497,"Aw, sweetie, I’m comfortable around you, too.",PENNY,SHELDON
29498,Maybe.,HOWARD,LEONARD
29499,"Sheldon walked on my back two weeks ago, but that was just ’cause there was a spider on his pillow and he was trying to get away.",OTHERS,LEONARD
29500,"You did this, didn’t you?",SHELDON,LEONARD
29501,"Oh, you met him at the office Christmas party. He’s married to Nancy.",PENNY,HOWARD
29502,"Uh, listen, I heard that Bernadette’s thinking about asking you for a pre-nup.",LEONARD,SHELDON
29503,"So, what do you say?",LEONARD,PENNY
29504,Oh.,OTHERS,LEONARD
29505,"Stop trying to be the cool dad, you have a shirt with our cat’s picture on it.",OTHERS,SHELDON
29506,"Yes, you can.",LEONARD,LEONARD
29507,"I don’t eat it, I just think it’s a good idea.",LEONARD,HOWARD
29508,"Well, I guess game’s over.",HOWARD,SHELDON
29509,Where are we going?,SHELDON,SHELDON
29510,Better than okay. I am having the game of my life.,LEONARD,PENNY
29511,Got it.,PENNY,HOWARD
29512,"Well, excuse me, I don’t think Penny’s out of line at all. You don’t own her. It’s like my girl, Beyonce says, if you like it, you shoulda put a ring on it.”",RAJ,LEONARD
29513,Wait. It’s here.,RAJ,SHELDON
29514,"Oh, sure. I’ll, I’ll talk to Sheldon about it. You know, Bernadette’s husband is a former astronaut.",OTHERS,PENNY
29515,"Buddy, buddy, listen, nothing bad is going on, she just, she just didn’t want you to know that the work on her apartment was finished a couple weeks ago.",LEONARD,LEONARD
29516,"Wow, you got a lot of money in there.",PENNY,SHELDON
29517,"Okay, well, make yourself at home.",LEONARD,LEONARD
29518,"Yeah, I’m sure it was just the initial shock of it all.",PENNY,SHELDON
29519,Howard?,SHELDON,PENNY
29520,You do understand that our efforts here will in no way increase the odds of you having sexual congress with this woman?,SHELDON,SHELDON
29521,"You know what? I’ve gone 12 times. Maybe I’ll sit out this year, too.",LEONARD,HOWARD
29522,"Hang on, hang on. There’s a 7-Eleven here. We smuggle Slurpies, which are essentially Icees, in under our coats, after having a pleasant meal either here, here or here.",RAJ,SHELDON
29523,Play. Play. Play. Play. Play.,SHELDON,LEONARD
29524,Not really.,OTHERS,LEONARD
29525,"Ooh, yes. Fun.",PENNY,LEONARD
29526,Why?,HOWARD,SHELDON
29527,How can I relax? My nervous system is being stretched out like the strings of a harp and plucked by holes and birds and wind and the low-hanging scrotum of the difficult-to-evict Professor Rothman.,SHELDON,SHELDON
29528,Well you can’t just call dibs.,HOWARD,PENNY
29529,Of course I do. She’s a great actress. I’m proud she’s taking this risk.,LEONARD,LEONARD
29530,Is this the fellow who peed in your Hawaiian Punch?,SHELDON,LEONARD
29531,"I don’t want to play a game, Sheldon.",LEONARD,SHELDON
29532,"Interesting. Excuse me, I have to take care of something.",OTHERS,HOWARD
29533,And it just got weird.,HOWARD,SHELDON
29534,"Boy, seems like forever since the four of us have been out to eat, you know? Just the guys.",HOWARD,SHELDON
29535,"You know, Amy, I, uh, can’t help but wonder how Sheldon would react if the TARDIS was at your place.",OTHERS,LEONARD
29536,Really? He said that?,HOWARD,SHELDON
29537,"Maybe he found you, um, a bit much.",OTHERS,SHELDON
29538,What good is it if you don’t use it?,PENNY,LEONARD
29539,"Oh, what’s the point of everything?",RAJ,SHELDON
29540,Is that really the reason?,OTHERS,PENNY
29541,I’ll take a look at it.,LEONARD,PENNY
29542,Got it.,PENNY,SHELDON
29543,"On our Quidditch team, he…",LEONARD,LEONARD
29544,"What’d you do, Romeo? You pour maple syrup all over your body and ask her if she was in the mood for a short stack?",HOWARD,PENNY
29545,"No, just try.",PENNY,SHELDON
29546,"Hey, you know what we should do?",LEONARD,SHELDON
29547,I didn’t understand your e-mail.,OTHERS,HOWARD
29548,"Well, whatever it is, it’s troubling me. And I can’t eat, I can’t sleep. And don’t even ask about the consistency of my bowel movements.",SHELDON,HOWARD
29549,They might be smarter than some people.,LEONARD,RAJ
29550,"I have spent my whole life trying to bring order to the universe by carefully planning every moment of every day. But all my efforts, our dinner schedule, my pyjama rotation, my bowel movement spreadsheet, it’s clear now, I’ve been wasting my time.",SHELDON,HOWARD
29551,I was thinking specifically of the gentleman over there moving his lips as he enjoys the latest exploits of Betty and Veronica.,SHELDON,SHELDON
29552,Just as challenging?,PENNY,PENNY
29553,"Of course you are, I’m warm and soothing. I’m like a human bowl of tomato soup.",SHELDON,SHELDON
29554,You mean a moo-stache?,RAJ,SHELDON
29555,"By the time I was born, Voyager 1’s mission was supposed to be over. It had seen Jupiter and Saturn and all their moons, but it kept going. When I left India for America, I was never more scared in my life. I had no idea what lay ahead. Whenever I feel that way, I think about how Voyager is still out there somewhere beyond our solar system, going further than anyone ever thought it could. Don’t leave. You can do this.",RAJ,SHELDON
29556,"So, what, that’s it? You’ve stayed with Sheldon all this time because he kept you from going to federal prison?",PENNY,SHELDON
29557,That’s not her. That’s not her. That’s not her. That’s not her. That’s not her. That’s not her. That’s not her. That’s not her.,SHELDON,SHELDON
29558,Name one time I’ve ever done that.,SHELDON,OTHERS
29559,"I’d say he was doing fine, look at her, last girl my mom set me up with had a moustache and a vestigial tail.",HOWARD,PENNY
29560,Fine.,PENNY,LEONARD
29561,"Oh, I’m ready.",PENNY,LEONARD
29562,I can’t tell you.,SHELDON,SHELDON
29563,Ugh. Too much wine.,LEONARD,LEONARD
29564,"Oh, I’m sorry.",PENNY,LEONARD
29565,Little bit.,HOWARD,PENNY
29566,Stop that? Okay.,RAJ,LEONARD
29567,Enough chitchat. How do we know you are who you say you are?,RAJ,HOWARD
29568,"Hey, Ma. You know, we could see each other if you turn on the computer.",HOWARD,SHELDON
29569,"No, it’s the accepted convention. How was your day?",SHELDON,OTHERS
29570,"Amy, I just saw a magic train and reported somebody for cutting the line. If that’s not foreplay, I don’t know what is.",SHELDON,SHELDON
29571,You guys might want to start eating. But you won’t be living here.,LEONARD,LEONARD
29572,That would be great. I’d love for things between me and Mom to get back to normal.,HOWARD,RAJ
29573,Why would they lie to us?,PENNY,PENNY
29574,How were they?,LEONARD,PENNY
29575,No.,LEONARD,LEONARD
29576,Hang on. You knew that she was going to end it with me? Did you try and stop her?,SHELDON,LEONARD
29577,"Okay. Good night, Leonard.",PENNY,OTHERS
29578,"I have a video of me singing last night, do you want to see it?",PENNY,OTHERS
29579,"Dude, you made the right choice coming to me for help with this party.",RAJ,LEONARD
29580,"I just don’t see why I need a driver’s license, Albert Einstein never had a driver’s license.",SHELDON,SHELDON
29581,"Before you finish, is this a story about patience and waiting or just another reminder that you went to space?",RAJ,PENNY
29582,"Well, but hear me out. The atomic bomb was The Manhattan Project. Windows 95 was originally Project Chicago. For our app, I would humbly suggest Project Nodlehs.",SHELDON,SHELDON
29583,So you’re gonna throw me under the bus?,LEONARD,LEONARD
29584,Remember to sit on your hands a bit so they’re warm.,HOWARD,SHELDON
29585,"I’ve gotten pretty good at telling it. Well, see ya.",OTHERS,SHELDON
29586,"Oh, is it? Well let’s see you come up with an explanation as to why this woman hangs out with us all the time.",SHELDON,PENNY
29587,Obviously.,HOWARD,SHELDON
29588,"I didn’t defile your sister, we had a relationship.",LEONARD,LEONARD
29589,"An interesting question. Well, good night.",SHELDON,SHELDON
29590,Yeah.,HOWARD,RAJ
29591,"For the record, I should let you know this is my first time driving an actual motor vehicle.",SHELDON,SHELDON
29592,"Hey. I mean, it’s been a little tough, but Penny’s following her dreams, and in my book, that is not depressing.",LEONARD,SHELDON
29593,This is a different approach. Are you trying to get the guidance system even smaller?,OTHERS,PENNY
29594,"Yeah. Why wouldn’t I want to get my old job back? It’ll be fun to see everyone. I haven’t talked to them since I said I quit, see you at the Oscars, bitches. Come on, let’s just get this over with.",PENNY,LEONARD
29595,"Maybe, but I don’t care. That’s the great thing about Nyquil, it’s like ten-percent booze. I call it the nighttime sniffling, sneezing, coughing, so you can talk to girls medicine.",RAJ,SHELDON
29596,That’s hot. You kids better use protection.,PENNY,OTHERS
29597,That’s not to say that if a carnal relationship were to develop that I wouldn’t participate. However briefly.,LEONARD,LEONARD
29598,Waterfalls!,SHELDON,LEONARD
29599,Thanks. Guess who picked up his new car this morning?,HOWARD,RAJ
29600,Absolutely.,OTHERS,RAJ
29601,We appear to have reached an impasse.,OTHERS,HOWARD
29602,Have you ever even seen a picture of Tesla?,SHELDON,RAJ
29603,"Well, yeah.",PENNY,HOWARD
29604,No!,HOWARD,PENNY
29605,Aw.,OTHERS,RAJ
29606,Thank you.,OTHERS,SHELDON
29607,They never do.,LEONARD,SHELDON
29608,What were you doing with Priya?,RAJ,LEONARD
29609,No.,LEONARD,PENNY
29610,"Yes, but the actual results are unsuccessful and I’ve already sent an e-mail to everyone at the university explaining that I have confirmed string theory and forever changed man’s understanding of the universe.",SHELDON,PENNY
29611,Fank-u.,HOWARD,SHELDON
29612,You’re wrong. It’s only a matter of time before you fall into Rat-Man’s rat trap.,RAJ,PENNY
29613,Of course. I’m already seeing a more efficient way of taming the ultravi… I know why the song was in my head.,SHELDON,SHELDON
29614,Doesn’t matter. He’s headed for the kitchen anyway.,LEONARD,SHELDON
29615,Seriously? You don’t even have a change of clothes or a toothbrush.,LEONARD,LEONARD
29616,That’s different. I’m not going to the mall with someone dressed like a dumb space bear.,PENNY,PENNY
29617,"Uh, uh, does it at least pay well?",LEONARD,LEONARD
29618,Of course. I missed you and the baby and being able to watch Ellen every day.,HOWARD,SHELDON
29619,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist. Waiter.",OTHERS,SHELDON
29620,"Sheldon, that is a five hundred dollar limited edition collectible, and I want it back.",HOWARD,LEONARD
